TC_029,V1.0,API,Timeout handling,Slow backend,Upload PDF,-,Timeout handled,Hang,Fail,BUG_029,Timeout Issue,bug_029.png,"The system did not implement request timeout handling, causing the application to hang when backend responses were delayed.",Added handling,2026-10-04 00:00:00,Failed,API timeout not handled
TC_029,V1.1,API,Timeout handling,Slow backend,Same steps,-,Handled gracefully,Handled gracefully,Pass,BUG_029,Timeout Issue,,Added request timeout handling to prevent the application from hanging during delayed backend responses.,Verified,2026-11-04 00:00:00,Stable,API timeout handled properly
TC_030,V1.0,API,Invalid JSON,Backend error,Upload PDF,-,Error handled,Crash,Fail,BUG_030,API Issue,bug_030.png,"API responses were not validated before processing, leading to runtime errors when unexpected data was received.",Added checks,2026-10-04 00:00:00,Failed,Invalid backend response caused crash
TC_030,V1.1,API,Invalid JSON,Backend error,Same steps,-,Error handled,Error handled,Pass,BUG_030,API Issue,,Introduced API response validation to ensure data integrity before processing in the frontend.,Verified,2026-11-04 00:00:00,Stable,Invalid response handled safely
TC_031,V1.0,Error,Network drop,Disconnect net,Upload PDF,-,Error shown,Freeze,Fail,BUG_031,Network Issue,bug_031.png,"Network errors were not handled using proper exception handling, causing the application to fail during connectivity issues.",Handled,2026-10-04 00:00:00,Failed,Network failure not handled gracefully
TC_031,V1.1,Error,Network drop,Disconnect net,Same steps,-,Error shown,Error shown,Pass,BUG_031,Network Issue,,Implemented proper exception handling for network errors to ensure graceful failure and user feedback.,Verified,2026-11-04 00:00:00,Handled,Network errors handled gracefully
TC_032,V1.0,Error,Retry upload,Error occurred,Retry,-,Success,Still fail,Fail,BUG_032,Retry Issue,bug_032.png,"Application state was not reset properly after failed operations, preventing retry functionality from working correctly.",Reset logic,2026-10-04 00:00:00,Failed,Retry mechanism not working
TC_032,V1.1,Error,Retry upload,Error occurred,Same steps,-,Retry works,Retry works,Pass,BUG_032,Retry Issue,,Reset application state correctly after failed operations to enable proper retry functionality.,Verified,2026-11-04 00:00:00,Working,Retry mechanism working
TC_033,V1.0,Performance,Large file delay,Large PDF,Generate,-,Acceptable delay,Too slow,Fail,BUG_033,Performance Issue,bug_033.png,"Inefficient looping logic in processing caused unnecessary computation, leading to performance degradation.",Optimized,2026-10-04 00:00:00,Failed,System performance slow under load
TC_033,V1.1,Performance,Large file delay,Large PDF,Same steps,-,Acceptable delay,Acceptable delay,Pass,BUG_033,Performance Issue,,Optimized looping logic to reduce unnecessary computations and improve performance.,Verified,2026-11-04 00:00:00,Improved,Performance optimized
TC_034,V1.0,Performance,Multiple requests,User uploads twice,Double click,-,One request,Two requests,Fail,BUG_034,Duplicate Request,bug_034.png,Lack of request debouncing caused multiple API calls to be triggered unintentionally during repeated user actions.,Added debounce,2026-10-04 00:00:00,Failed,Multiple API requests triggered unintentionally
TC_034,V1.1,Performance,Multiple requests,User uploads twice,Same steps,-,Single request,Single request,Pass,BUG_034,Duplicate Request,,Added debouncing to prevent multiple API calls from repeated user interactions.,Verified,2026-11-04 00:00:00,Correct,Duplicate requests prevented
TC_035,V1.0,Navigation,Back navigation,User on summary,Click upload,-,Page loads,Stuck,Fail,BUG_035,Nav Issue,bug_035.png,"Navigation logic depended on inconsistent state handling, causing incorrect routing and page access issues.",Fixed routing,2026-10-04 00:00:00,Failed,Back navigation failed
TC_035,V1.1,Navigation,Back navigation,User on summary,Same steps,-,Works correctly,Works correctly,Pass,BUG_035,Nav Issue,,Fixed navigation logic by ensuring consistent state checks before routing between pages.,Verified,2026-11-04 00:00:00,Working,Back navigation functioning
TC_036,V1.0,State,Data overwrite,New upload,Generate,-,Data replaced,Mixed data,Fail,BUG_036,State Issue,bug_036.png,"Application state was not cleared before new operations, leading to mixing of previous and current data.",Cleared state,2026-10-04 00:00:00,Failed,Data overwrite logic incorrect
TC_036,V1.1,State,Data overwrite,New upload,Same steps,-,Data updated,Data updated,Pass,BUG_036,State Issue,,Cleared application state before processing new inputs to prevent mixing of old and new data.,Verified,2026-11-04 00:00:00,Correct,Data overwrite logic corrected
TC_037,V1.0,Extraction,Unicode handling,Upload special PDF,Generate,Unicode PDF,Clean text,Garbled,Fail,BUG_037,Encoding Issue,bug_037.png,"Text encoding was not handled correctly, resulting in garbled or unreadable extracted content.",Fixed decode,2026-10-04 00:00:00,Failed,Unicode text not decoded properly
TC_037,V1.1,Extraction,Unicode handling,Special PDF,Same steps,Unicode PDF,Clean text,Clean text,Pass,BUG_037,Encoding Issue,,Corrected text encoding handling to properly process and display extracted content.,Verified,2026-11-04 00:00:00,Correct,Unicode handling fixed
TC_038,V1.0,Keywords,Low content,PDF short,View keywords,Short PDF,Few keywords,,Fail,BUG_038,Keyword Issue,bug_038.png,"Keyword extraction thresholds were set incorrectly, causing either too many or too few keywords to be generated.",Adjusted,2026-10-04 00:00:00,Failed,Keywords missing for small input
TC_038,V1.1,Keywords,Low content,PDF short,Same steps,Short PDF,Few keywords,Few keywords,Pass,BUG_038,Keyword Issue,,Adjusted keyword extraction thresholds to balance relevance and quantity of output.,Verified,2026-11-04 00:00:00,Handled,Keywords generated for small input
TC_039,V1.0,Summary,No content PDF,Upload blank,Generate,Blank PDF,Message shown,Blank screen,Fail,BUG_039,Summary Issue,bug_039.png,"Summary generation logic lacked fallback mechanisms, resulting in empty or missing output for certain inputs.",Added fallback,2026-10-04 00:00:00,Failed,No fallback for empty summary
TC_039,V1.1,Summary,No content PDF,Blank PDF,Same steps,-,Message shown,Message shown,Pass,BUG_039,Summary Issue,,Implemented fallback logic in summary generation to handle edge cases with insufficient content.,Verified,2026-11-04 00:00:00,Handled,Summary fallback implemented
TC_040,V1.0,Flashcards,Empty text,PDF empty,View cards,Blank PDF,Message shown,Crash,Fail,BUG_040,Flashcard Issue,bug_040.png,"Flashcard generation did not include input validation, causing failures when processing empty or invalid content.",Added validation,2026-10-04 00:00:00,Failed,Flashcard generation failed for empty input
TC_040,V1.1,Flashcards,Empty text,Blank PDF,Same steps,-,Message shown,Message shown,Pass,BUG_040,Flashcard Issue,,Added input validation for flashcard generation to prevent processing errors.,Verified,2026-11-04 00:00:00,Handled,Flashcards handled empty input correctly
TC_041,V1.0,Search,No keyword,PDF processed,Search random,"""xyz""",No result message,Nothing,Fail,BUG_041,Search Issue,bug_041.png,"Search functionality did not display feedback for no-result scenarios, leading to poor user experience.",Added message,2026-10-04 00:00:00,Failed,No message for empty search result
TC_041,V1.1,Search,No keyword,PDF processed,Same steps,"""xyz""",No result message,No result message,Pass,BUG_041,Search Issue,,Improved search UI by displaying appropriate messages when no results are found.,Verified,2026-11-04 00:00:00,Correct,No-result message displayed
TC_042,V1.0,UI,Button disable,Generate clicked,Click again,-,Button disabled,Still clickable,Fail,BUG_042,UI Issue,bug_042.png,"Generate button was not disabled during processing, allowing multiple simultaneous requests.",Fixed,2026-10-04 00:00:00,Failed,Generate button not disabled properly
TC_042,V1.1,UI,Button disable,Generate clicked,Same steps,-,Button disabled,Button disabled,Pass,BUG_042,UI Issue,,Disabled generate button during processing to prevent duplicate requests.,Verified,2026-11-04 00:00:00,Correct,Button disable working correctly
TC_043,V1.0,UI,Loading state,Generate clicked,Observe,-,Loader shown,No loader,Fail,BUG_043,UI Issue,bug_043.png,"Loading indicator was not implemented, leaving users unaware of ongoing processing.",Added,2026-10-04 00:00:00,Failed,Loading indicator missing
TC_043,V1.1,UI,Loading state,Generate clicked,Same steps,-,Loader shown,Loader shown,Pass,BUG_043,UI Issue,,Added loading indicators to inform users about ongoing operations.,Verified,2026-11-04 00:00:00,Good UX,Loading indicator added
TC_044,V1.0,UI,Error display,Error occurs,Observe,-,Error visible,No message,Fail,BUG_044,UI Issue,bug_044.png,"Error messages were hidden due to incorrect UI logic, preventing users from understanding failures.",Fixed,2026-10-04 00:00:00,Failed,Error messages not visible
TC_044,V1.1,UI,Error display,Error occurs,Same steps,-,Error visible,Error visible,Pass,BUG_044,UI Issue,,Fixed UI logic to ensure error messages are displayed properly when failures occur.,Verified,2026-11-04 00:00:00,Correct,Error messages displayed properly
TC_045,V1.0,State,File persistence,File uploaded,Switch tabs,-,File retained,File lost,Fail,BUG_045,State Issue,bug_045.png,"Application state was unintentionally reset during operations, causing loss of processed data.",Fixed,2026-10-04 00:00:00,Failed,Uploaded file not retained in state
TC_045,V1.1,State,File persistence,File uploaded,Same steps,-,File retained,File retained,Pass,BUG_045,State Issue,,Stabilized state handling to prevent unintended data resets during application flow.,Verified,2026-11-04 00:00:00,Stable,File persistence issue resolved
TC_046,V1.0,API,Response delay,Slow API,Upload PDF,-,Response received,Timeout,Fail,BUG_046,API Delay,bug_046.png,"Backend response delays were not handled efficiently, resulting in slow system performance.",Optimized,2026-10-04 00:00:00,Failed,API response delay not handled
TC_046,V1.1,API,Response delay,Slow API,Same steps,-,Response received,Response received,Pass,BUG_046,API Delay,,Optimized backend processing pipeline to reduce delays in response time.,Verified,2026-11-04 00:00:00,Improved,API delay handled correctly
TC_047,V1.0,Error,Invalid file name,Weird name,Upload weird name,File.pdf,Error handled,Crash,Fail,BUG_047,File Issue,bug_047.png,"File name parsing logic did not handle special cases properly, leading to processing errors.",Handled,20-04-2026,Failed,Invalid file name caused issue
TC_047,V1.1,Error,Invalid file name,Weird name,Same steps,File.pdf,Handled safely,Handled safely,Pass,BUG_047,File Issue,,Improved file name parsing logic to handle special characters and edge cases.,Verified,20-04-2026,Handled,File name handling fixed
TC_048,V1.0,Extraction,Truncated text,Upload long PDF,Generate,-,Full preview,Truncated wrong,Fail,BUG_048,Preview Issue,bug_048.png,Text preview logic incorrectly truncated content due to improper slicing implementation.,Fixed,20-04-2026,Failed,Preview text incorrectly truncated
TC_048,V1.1,Extraction,Truncated text,Long PDF,Same steps,-,Correct preview,Correct preview,Pass,BUG_048,Preview Issue,,Corrected text slicing logic to ensure accurate preview generation without truncation errors.,Verified,20-04-2026,Correct,Preview text corrected
TC_049,V1.0,Navigation,Direct URL access,Open /summary,-,Blocked,Access allowed,,Fail,BUG_049,Access Issue,bug_049.png,"Access control checks were missing, allowing users to access restricted pages without valid data.",Added check,20-04-2026,Failed,Direct URL access not restricted
TC_049,V1.1,Navigation,Direct URL access,Open /summary,Same steps,-,Blocked,Blocked,Pass,BUG_049,Access Issue,,Implemented access control checks to restrict navigation to valid states only.,Verified,20-04-2026,Secure,Access control enforced
TC_050,V1.0,System,End-to-end flow,Upload → Generate → View,Full flow,Valid PDF,All features work,Some fail,Fail,BUG_050,System Failure,bug_050.png,"System failure occurred due to multiple unresolved issues across modules, affecting end-to-end functionality.",Fixed overall,20-04-2026,Failed,End-to-end flow failed due to multiple issues
TC_050,V1.1,System,End-to-end flow,Full pipeline,Same steps,Valid PDF,All features work,All features work,Pass,BUG_050,System Failure,,Resolved multiple interdependent issues across modules to stabilize end-to-end system functionality.,Verified,20-04-2026,Complete success,End-to-end flow working successfully
