TC_011,V1.1,Upload,Upload large PDF,User on upload page,Same steps,Large PDF,File processed,File processed,Pass,BUG_011,Performance Issue,,Optimized text processing pipeline to handle large files efficiently and reduce processing delays.,Verified,11-04-2026,Improved,Performance improved for large files
TC_012,V1.0,Upload,Upload empty PDF,User on upload page,Upload empty file,Empty PDF,Error shown,No error,Fail,BUG_012,Empty File Issue,bug_012.png,"Missing check → The system did not include checks for empty or invalid input files, leading to unexpected behavior during processing.",Added validation,10-04-2026,Failed,Empty file was not handled properly
TC_012,V1.1,Upload,Upload empty PDF,User on upload page,Same steps,Empty PDF,Error shown,Error shown,Pass,BUG_012,Empty File Issue,,Added validation checks for empty and invalid files to prevent processing errors.,Verified,11-04-2026,Handled,Empty file handled correctly
TC_013,V1.0,Upload,Re-upload new PDF,File processed,Upload new file,New PDF,Data updated,Old data shown,Fail,BUG_013,Data Update Issue,bug_013.png,"State not reset → Previous application data was not cleared when a new file was uploaded, causing mixing of old and new results.",Fixed state,10-04-2026,Failed,Old data was not cleared after re-upload
TC_013,V1.1,Upload,Re-upload new PDF,File processed,Same steps,New PDF,Data updated,Data updated,Pass,BUG_013,Data Update Issue,,Reset application state before processing new uploads to avoid mixing old and new data.,Verified,11-04-2026,Working,Re-upload updates data correctly
TC_014,V1.0,Extraction,Multi-page extraction,PDF uploaded,Generate,Multi-page PDF,Full text shown,Partial text,Fail,BUG_014,Extraction Issue,bug_014.png,"Parser limitation → The PDF parsing library had limitations in handling complex layouts such as multi-column formats, affecting extraction accuracy.",Improved parsing,10-04-2026,Failed,Multi-page extraction returned incomplete data
TC_014,V1.1,Extraction,Multi-page extraction,PDF uploaded,Same steps,Multi-page PDF,Full text shown,Full text shown,Pass,BUG_014,Extraction Issue,,Enhanced PDF parsing approach to better handle complex document layouts and improve extraction accuracy.,Verified,11-04-2026,Working,Multi-page extraction accurate
TC_015,V1.0,Extraction,Image PDF,PDF uploaded,Generate,Image-heavy PDF,Partial text,No text,Fail,BUG_015,Image Extraction Issue,bug_015.png,"No OCR → The system did not support Optical Character Recognition, making it unable to extract text from image-based PDFs.",OCR skipped,10-04-2026,Expected limitation,Image-based PDF could not be processed
TC_015,V1.1,Extraction,Image PDF,PDF uploaded,Same steps,Image-heavy PDF,Partial text extracted,Partial text extracted,Pass,BUG_015,Image Extraction Issue,,Acknowledged limitation for image-based PDFs and handled gracefully by notifying user about unsupported format.,Verified,11-04-2026,Expected behavior,Expected behavior for image PDF confirmed
TC_016,V1.0,Keywords,Duplicate removal,PDF processed,View keywords,Repeated words,Unique list,Duplicates,Fail,BUG_016,Duplicate Keywords,bug_016.png,"No filtering → Keyword extraction logic did not eliminate duplicate or low-relevance terms, reducing the quality of results.",Added filter,10-04-2026,Failed,Duplicate keywords were generated
TC_016,V1.1,Keywords,Duplicate removal,PDF processed,Same steps,Repeated words,Unique list,Unique list,Pass,BUG_016,Duplicate Keywords,,Implemented keyword filtering to remove duplicates and low-relevance terms for cleaner results.,Verified,11-04-2026,Correct,Duplicate keywords removed
TC_017,V1.0,Keywords,Stopword removal,PDF processed,View keywords,Common text,No stopwords,Stopwords present,Fail,BUG_017,Stopword Issue,bug_017.png,"Missing stopword logic → Stopwords were not removed during keyword extraction, leading to inclusion of irrelevant common words.",Added stopword removal,10-04-2026,Failed,Stopwords were not removed from output
TC_017,V1.1,Keywords,Stopword removal,PDF processed,Same steps,Common text,No stopwords,No stopwords,Pass,BUG_017,Stopword Issue,,Added stopword removal logic to eliminate common irrelevant words from keyword output.,Verified,11-04-2026,Correct,Stopwords successfully filtered
TC_018,V1.0,Summary,Short text summary,PDF processed,View summary,Short PDF,Short summary,Empty,Fail,BUG_018,Summary Missing,bug_018.png,"Edge case → Special input scenarios such as very short or empty documents were not handled, causing failures in processing.",Handled,10-04-2026,Failed,Summary missing for short content
TC_018,V1.1,Summary,Short text summary,PDF processed,Same steps,Short PDF,Summary displayed,Summary displayed,Pass,BUG_018,Summary Missing,,Handled edge cases by adding fallback logic for empty or very short input documents.,Verified,11-04-2026,Working,Summary generated for short input
TC_019,V1.0,Summary,Long text handling,PDF processed,View summary,Long PDF,Paragraph summary,Broken text,Fail,BUG_019,Summary Split Issue,bug_019.png,"Split error → Text segmentation logic failed due to improper handling of line breaks and punctuation, affecting summary structure.",Fixed logic,10-04-2026,Failed,Summary formatting was inconsistent
TC_019,V1.1,Summary,Long text handling,PDF processed,Same steps,Long PDF,Structured summary,Structured summary,Pass,BUG_019,Summary Split Issue,,Improved text segmentation by fixing line break handling and sentence boundary detection.,Verified,11-04-2026,Working,Summary formatting improved
TC_020,V1.0,Flashcards,Limited cards,PDF processed,View cards,Any PDF,Max 5 cards,Too many,Fail,BUG_020,Flashcard Limit,bug_020.png,"Loop issue → Flashcard generation logic did not properly control iteration limits, leading to excessive or incorrect output generation.",Fixed loop,10-04-2026,Failed,Flashcard count exceeded expected limit
TC_020,V1.1,Flashcards,Limited cards,PDF processed,Same steps,Any PDF,Max 5 cards,Max 5 cards,Pass,BUG_020,Flashcard Limit,,Corrected loop control logic in flashcard generation to ensure proper number of outputs.,Verified,11-04-2026,Correct,Flashcard limit enforced
TC_021,V1.0,Flashcards,Card flip,Flashcards shown,Click card,-,Flip works,No flip,Fail,BUG_021,Flip Issue,bug_021.png,"CSS issue → Styling errors in the frontend caused incorrect rendering and interaction issues, particularly in flashcard display.",Fixed class,10-04-2026,Failed,Flashcard flip interaction not working
TC_021,V1.1,Flashcards,Card flip,Flashcards shown,Same steps,-,Flip works,Flip works,Pass,BUG_021,Flip Issue,,Fixed frontend CSS issues to ensure correct layout and interaction behavior of flashcards.,Verified,11-04-2026,Working,Flashcard flip interaction working
TC_022,V1.0,Navigation,Access without upload,No data,Click tab,-,Blocked,Access granted,Fail,BUG_022,Access Control,bug_022.png,"Missing condition → Access control logic was incomplete, allowing users to navigate to restricted pages without required data.",Added check,10-04-2026,Failed,Unauthorized access to pages allowed
TC_022,V1.1,Navigation,Access without upload,No data,Same steps,-,Access blocked,Access blocked,Pass,BUG_022,Access Control,,Added conditional checks to restrict navigation to pages unless required data is available.,Verified,11-04-2026,Secure,Unauthorized access restricted
TC_023,V1.0,State,Reload issue,PDF processed,Click generate,-,No reload,Page reload,Fail,BUG_023,Reload Issue,bug_023.png,"Default form submit → Form submission behavior was not prevented, causing unintended page reloads and loss of application state.",Prevented reload,10-04-2026,Failed,Page reload caused data reset
TC_023,V1.1,State,Reload issue,PDF processed,Same steps,-,No reload,No reload,Pass,BUG_023,Reload Issue,,Disabled default form submission and used event handling to control processing flow properly.,Verified,11-04-2026,Stable,Page reload issue fixed
